"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-05","34","53","23"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-06","37","55","25"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-07","42","59","27"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-08","54","68","41"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-09","65","77","59"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-10","67","78","61"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-11","65","68","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-12","61","68","55"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-13","41","52","32"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-14","39","55","28"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-15","42","62","27"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-16","44","67","29"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-17","38","45","27"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-18","33","54","21"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-19","38","59","24"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-20","45","64","30"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-21","52","74","36"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-22","58","64","45"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-23","60","74","45"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-24","49","71","35"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-25","51","65","39"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-26","56","72","41"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-27","62","74","56"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-28","64","67","63"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-29","60","66","45"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-30","46","58","36"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-01-31","45","61","32"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-01","50","63","37"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-02","55","64","40"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-03","51","64","37"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-04","59","67","54"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-05","56","73","46"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-06","58","71","46"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-07","62","65","58"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-08","62","71","55"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-09","61","76","54"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-10","64","69","57"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-11","64","68","63"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-12","65","70","63"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-13","66","73","61"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-14","64","74","57"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-15","62","66","58"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-16","64","69","61"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-17","67","74","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-18","69","78","64"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-19","68","77","62"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-20","71","77","65"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-21","73","79","65"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-22","70","79","63"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-23","70","79","63"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-24","69","76","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-25","69","75","63"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-26","69","76","64"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-27","65","75","57"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-02-28","65","72","56"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-01","73","82","64"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-02","65","76","54"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-03","57","73","45"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-04","55","72","43"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-05","54","68","42"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-06","60","68","49"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-07","56","65","45"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-08","48","61","34"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-09","49","64","33"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-10","52","64","38"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-11","60","70","47"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-12","56","61","45"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-13","49","66","34"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-14","50","65","39"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-15","50","63","31"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-16","57","71","41"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-17","62","72","52"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-18","68","78","61"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-19","67","70","63"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-20","71","80","59"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-21","57","66","50"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-22","53","66","42"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-23","56","68","41"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-24","60","69","47"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-25","69","77","61"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-26","58","64","54"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-27","63","75","54"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-28","67","73","59"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-29","67","72","59"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-30","66","70","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-03-31","64","77","55"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-01","65","79","52"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-02","68","78","56"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-03","69","78","62"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-04","68","74","57"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-05","60","76","45"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-06","65","74","53"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-07","67","71","65"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-08","62","70","56"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-09","67","75","59"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-10","61","66","54"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-11","63","78","50"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-12","64","75","53"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-13","67","77","57"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-14","72","77","63"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-15","67","73","56"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-16","57","72","43"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-17","60","75","45"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-18","65","75","50"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-19","72","83","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-20","67","78","56"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-21","70","81","61"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-22","72","78","67"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-23","72","78","64"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-24","67","77","58"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-25","67","77","57"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-26","68","76","55"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-27","68","77","58"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-28","68","83","56"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-29","71","85","59"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-04-30","70","82","59"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-01","70","80","58"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-02","71","80","59"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-03","71","81","59"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-04","71","83","59"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-05","73","83","61"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-06","74","84","66"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-07","73","90","58"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-08","72","83","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-09","73","83","63"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-10","76","86","64"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-11","77","91","62"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-12","80","93","67"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-13","78","85","69"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-14","72","80","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-15","74","81","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-16","75","78","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-17","76","81","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-18","77","82","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-19","79","85","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-20","74","82","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-21","76","82","69"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-22","76","82","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-23","79","83","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-24","78","86","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-25","79","85","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-26","78","83","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-27","74","78","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-28","77","81","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-29","79","83","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-30","79","82","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-05-31","80","86","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-01","81","87","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-02","79","87","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-03","82","91","77"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-04","83","92","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-05","78","87","67"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-06","75","81","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-07","79","87","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-08","78","86","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-09","77","87","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-10","77","86","69"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-11","77","86","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-12","78","85","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-13","77","88","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-14","77","87","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-15","79","87","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-16","80","87","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-17","82","90","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-18","82","91","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-19","84","92","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-20","85","94","78"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-21","85","92","77"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-22","83","90","77"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-23","85","93","77"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-24","83","92","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-25","83","91","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-26","82","89","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-27","83","91","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-28","81","94","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-29","82","91","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-06-30","80","90","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-01","77","83","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-02","80","86","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-03","81","92","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-04","79","89","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-05","79","90","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-06","80","87","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-07","79","87","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-08","80","87","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-09","80","90","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-10","82","91","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-11","83","92","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-12","83","91","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-13","83","91","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-14","81","91","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-15","80","90","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-16","80","90","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-17","82","90","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-18","81","89","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-19","80","86","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-20","80","87","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-21","80","89","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-22","85","94","78"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-23","82","92","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-24","79","88","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-25","81","88","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-26","81","89","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-27","81","89","77"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-28","82","88","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-29","81","89","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-30","82","89","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-07-31","79","81","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-01","77","81","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-02","75","79","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-03","78","85","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-04","81","89","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-05","84","92","77"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-06","80","90","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-07","81","90","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-08","83","89","77"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-09","81","90","77"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-10","82","91","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-11","81","89","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-12","82","92","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-13","81","88","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-14","80","88","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-15","80","86","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-16","82","88","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-17","82","89","77"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-18","81","89","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-19","81","89","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-20","82","89","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-21","80","89","76"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-22","83","92","77"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-23","81","92","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-24","81","90","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-25","81","92","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-26","81","90","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-27","80","90","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-28","79","90","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-29","75","86","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-30","76","88","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-08-31","77","88","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-01","80","92","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-02","79","91","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-03","78","90","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-04","78","85","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-05","82","90","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-06","82","90","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-07","81","91","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-08","80","88","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-09","81","88","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-10","81","89","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-11","82","90","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-12","80","91","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-13","82","92","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-14","83","95","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-15","84","94","77"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-16","84","91","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-17","81","90","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-18","82","91","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-19","81","92","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-20","82","92","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-21","81","90","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-22","81","90","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-23","80","88","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-24","80","88","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-25","80","89","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-26","81","89","74"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-27","81","89","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-28","79","91","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-29","79","90","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-09-30","80","91","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-01","80","90","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-02","79","91","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-03","79","91","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-04","78","91","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-05","78","88","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-06","77","89","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-07","78","91","67"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-08","78","85","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-09","80","87","75"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-10","79","82","77"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-11","81","90","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-12","72","85","64"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-13","71","86","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-14","74","85","63"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-15","78","88","70"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-16","79","86","73"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-17","79","91","72"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-18","77","88","69"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-19","76","86","66"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-20","77","86","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-21","66","74","57"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-22","64","76","53"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-23","67","72","63"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-24","69","80","61"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-25","66","76","59"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-26","72","84","60"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-27","61","71","54"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-28","62","78","49"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-29","69","84","58"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-30","65","82","54"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-10-31","65","79","53"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-11-01","73","79","68"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-11-02","67","75","54"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-11-03","56","70","46"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-11-04","59","65","50"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-11-05","71","78","65"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-11-06","74","80","71"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-11-07","73","79","69"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-11-08","71","83","66"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-11-09","69","78","65"
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","2018-11-10","60","68","50"
